Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
Toyota,Urban,Jun,3,Female,Married,61,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Jul,1,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils
Pontiac,Urban,Jul,4,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Aug,2,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
Toyota,Urban,Aug,2,Male,Married,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Aug,2,Male,Single,28,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,8,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Mazda,Urban,Aug,4,Female,Single,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12,400,1,more than 30,more than 30,2 to 4,4 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Dec,2,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,All Perils
Honda,Urban,Dec,1,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,8,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils
Mazda,Urban,Nov,3,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,Oct,4,Male,Married,58,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Oct,3,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Mazda,Urban,Aug,4,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Aug,4,Male,Married,58,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils
Toyota,Urban,Aug,2,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Mazda,Urban,Aug,2,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils
Chevrolet,Urban,Aug,2,Male,Married,35,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,14,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability
Mazda,Rural,Jul,2,Female,Married,21,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,8,400,3,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Jun,5,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision
Pontiac,Urban,Jun,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Apr,3,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Apr,2,Male,Single,25,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Liability
Pontiac,Urban,Apr,1,Male,Single,34,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Apr,3,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11,700,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
Pontiac,Urban,Jan,4,Male,Single,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Toyota,Rural,Dec,4,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,16,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Dec,3,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision
Toyota,Urban,Dec,2,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Mazda,Urban,Nov,3,Female,Single,38,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10,500,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,2 to 3 years,3 to 4,All Perils
Chevrolet,Urban,Oct,3,Female,Married,52,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Dec,3,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,All Perils
Honda,Rural,Oct,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,Aug,4,Male,Married,64,Policy Holder,Sedan - Liability,Sport,more than 69000,0,14,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Aug,1,Male,Single,25,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,7,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision
Saturn,Urban,Jul,3,Male,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils
Ford,Urban,Jul,3,Male,Widow,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Jul,5,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Jul,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Mazda,Urban,Jul,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Jul,2,Female,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Jun,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Sep,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,May,3,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,9,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,1 year,1 vehicle,Collision
Pontiac,Urban,Apr,4,Female,Married,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,10,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Honda,Urban,Apr,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,15,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,May,2,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,16,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Dodge,Urban,Mar,4,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Feb,3,Male,Married,37,Third Party,Sedan - Liability,Sport,20000 to 29000,0,14,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,Liability
Honda,Urban,Nov,1,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,2,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Dec,3,Female,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,3,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,Liability
Mazda,Urban,Sep,4,Male,Married,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Toyota,Rural,Sep,1,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,10,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,Internal,none,no change,1 vehicle,Collision
Pontiac,Urban,Aug,4,Male,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability
Mazda,Urban,Aug,5,Female,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Nov,4,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9,700,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Sep,3,Male,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Aug,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,11,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,Sep,1,Male,Married,32,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Sep,4,Male,Single,27,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Ford,Urban,Oct,4,Male,Single,24,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,15,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision
VW,Rural,Oct,1,Male,Married,61,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,5,400,4,more than 30,more than 30,none,6 years,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
VW,Urban,Dec,2,Male,Married,27,Policy Holder,Sedan - Liability,Sport,more than 69000,0,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability
Chevrolet,Urban,Jun,2,Male,Married,69,Third Party,Sedan - All Perils,Sedan,more than 69000,0,13,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,All Perils
Chevrolet,Urban,Jun,2,Male,Married,32,Third Party,Sedan - All Perils,Sedan,60000 to 69000,0,6,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Sep,4,Female,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,Liability
Mazda,Urban,Nov,2,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Dec,2,Male,Married,42,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Sep,4,Female,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6,400,3,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Jan,1,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,5,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Mar,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,Internal,none,no change,3 to 4,Liability
Chevrolet,Urban,Jul,1,Male,Single,27,Third Party,Utility - All Perils,Utility,more than 69000,0,11,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,All Perils
Pontiac,Urban,Oct,2,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Sep,3,Male,Married,73,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,All Perils
Honda,Urban,Jul,2,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils
Mazda,Urban,Jul,1,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision
Honda,Urban,Nov,2,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision
Mazda,Urban,Sep,4,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,13,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,Mar,1,Female,Single,51,Third Party,Sedan - Collision,Sedan,less than 20000,0,9,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Apr,4,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Honda,Urban,Apr,4,Male,Married,49,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10,500,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,2 to 3 years,1 vehicle,All Perils
Honda,Urban,Oct,1,Male,Married,54,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,Yes,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Dec,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Dec,1,Male,Married,39,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Mercury,Urban,Apr,2,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Chevrolet,Urban,Apr,3,Male,Married,56,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Jun,2,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,7,400,4,more than 30,more than 30,1,6 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Collision
Chevrolet,Urban,May,1,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,16,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Jul,4,Male,Single,21,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,8,400,2,more than 30,more than 30,none,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,All Perils
Pontiac,Urban,Aug,1,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils
Chevrolet,Urban,Nov,4,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils
Toyota,Urban,Nov,3,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Rural,Oct,4,Female,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,Collision
Toyota,Rural,Jul,3,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,16,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Dec,3,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,3,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Dec,2,Female,Married,66,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,Liability
Pontiac,Urban,Sep,1,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils
